Ownership,Board,Year of Establishment,Co-Ed Status,Campus Size,Campus Type,ac_classes,smart_classes,wifi,boys_hostel,girls_hostel,auditorium/media_room,cafeteria/canteen,library/reading_room,playground,cctv,gps_bus_tracking_app,student_tracking_app,alumni_association,day_care,meals,medical_room,transportation,art_and_craft,dance,debate,drama,gardening,music,picnics_and_excursion,skating,horse_riding,gym,indoor_sports,outdoor_sports,swimming_pool,karate,taekwondo,yoga,computer_lab,science_lab,robotics_lab,ramps,washrooms,elevators,hall_of_fame,gallery,address,email,website,phone_no,school_name,school_image,class_offered,sf_ratio
Private,CBSE,NA,Co-Education,NA,Urban,False,True,True,False,False,True,True,True,True,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,True,True,True,True,False,False,False,False,False,[],"['https://images.uniapply.com/uploads/college/image/500/2180/Delhi_City_School_1514_Building_3_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Delhi_City_School_1514_Building_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Delhi_City_School_1514_BasketBall_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Delhi_City_School_1514_Dance_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Delhi_City_School_1514_Kids_area_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Delhi_City_School_1514_Sports_6.jpg']","Pocket C-8, Sector 8, Rohini, North West Delhi, 110085",info@delhicityschool.com,http://www.delhicityschool.com/,"011-27941390,011-27941391",Delhi City School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,LKG - Class 12,35:1
Private,CBSE,1993,Co-Education,0.24Acre,Urban,False,True,True,False,False,True,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,True,False,False,[],"['https://images.uniapply.com/uploads/college/image/500/2180/Manvi_Public_School_1481_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Manvi_Public_School_1481_Annual_Exibition_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Manvi_Public_School_1481_Class_Room_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Manvi_Public_School_1481_Event_1_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Manvi_Public_School_1481_Event_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Manvi_Public_School_1481_Play_Ground_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Manvi_Public_School_1481_Swimming_Pool_7.jpg']","C-7, Sector 7, Rohini, North West Delhi, 110085",contact@manvipschool.edu.in,http://manvipschool.edu.in/,"011-27045080,011-27046989",Manvi Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 10,18:1
Private,CBSE,1998,Co-Education,2.5Acres,Urban,True,True,True,False,False,False,False,True,True,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,False,True,True,True,True,True,True,True,True,"['InternationalSchool Award at a grand ceremony organised in Delhi by British Council, 201', 'Rank# 3 in Delhi Environment Quest by Krishi Vigyan Kendra under the ageis of National Horticultural Research and Development, 201', ""RankedDelhi #1 and India #3 for 'Career Counselling Leaders'. by Education World India School Rankings, 202"", 'RankedDelhi #1 and India #3 Future Ready Pre Schools. Also ranked among Top 10 Early Years Schools of Delhi by Education Worl', 'Ranked# 1 in India under the Top CBSE School for Innovative Teaching by Education Toda']","['https://images.uniapply.com/uploads/college/image/500/2180/Mount_Abu_Public_School_1492_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Mount_Abu_Public_School_1492_Chemistry_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Mount_Abu_Public_School_1492_Infra_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Mount_Abu_Public_School_1492_IT_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Mount_Abu_Public_School_1492_Lab_2_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Mount_Abu_Public_School_1492_Lab_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Mount_Abu_Public_School_1492_Sports_Block_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Mount_Abu_Public_School_1492_Sports_8.jpg']","Pocket - B/8, Sector 5, Rohini, North West Delhi, 110085","info@mountabuschool.com,jyotiarora212@gmail.com",http://www.mountabuschool.com/,"011-27041516,011-27931819,011-27051444,011-27041444",Mount Abu Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Pre-School (Nursery) - Class 12,21:1
Private,CBSE,2014,Co-Education,NA,Urban,True,True,True,False,False,True,False,True,True,True,False,False,False,False,True,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True,False,False,True,True,False,False,False,False,False,[],"['https://images.uniapply.com/uploads/college/image/500/2180/Building_UA_210216_192031.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Building_2_UA_210216_192034.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Building_1_UA_210216_192037.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Drama_Activity_UA_210216_192041.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/School_Area_UA_210216_192046.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Meal_UA_210216_192050.jpg']","Pocket 1, Sector 24, Rohini, North West Delhi, 110085",sanskarpublicschoolrohini@gmail.com,9599657987,,Sanskar Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 8,20:1
Private,CBSE,1989,Co-Education,1Acre,Urban,False,True,True,False,False,False,True,True,True,True,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,True,False,False,True,True,False,True,True,False,[],"['https://images.uniapply.com/uploads/college/image/500/2180/Citizen_Model_School_1419_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Citizen_Model_School_1419_Boxing_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Citizen_Model_School_1419_Hockey_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Citizen_Model_School_1419_Smart_Class_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Citizen_Model_School_1419_Sports_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Citizen_Model_School_1419_Sports_Participants_6.jpg']","Phase 2, Budh Vihar, North West Delhi, 110086",citizenmodelschool2@gmail.com,https://cms.educationstack.com,"011-27532221,0807626801",Citizen Model School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Class 1 - Class 11,22:1
Private,CBSE,1989,Co-Education,1.36Acres,Urban,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,True,True,True,True,False,False,False,True,False,False,False,False,True,True,False,False,False,True,True,True,False,False,False,False,[],"['https://images.uniapply.com/uploads/college/image/500/2184/building_UA_210501_154354.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/ceremony_UA_210501_154402.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/classroom_UA_210501_154410.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/music_UA_210501_160418.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/play_Area_UA_210501_160431.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/science_Lab_UA_210501_160445.jpg']","Ward Number-6, Mehrauli, South Delhi, 110030",sbmmehrauli@yahoo.co.in,"011-26645770,8448015410",,Saraswati Bal Mandir Senior Secondary School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Play Way - Class 12,17:1
Private,CBSE,1993,Co-Education,2Acres,Urban,True,True,True,False,False,False,True,True,True,True,False,False,False,False,False,True,True,True,True,False,True,False,True,True,False,False,True,True,True,False,False,False,True,True,True,False,True,True,False,[],"['https://images.uniapply.com/uploads/college/image/500/2180/North-Ex_Public_School_1500_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/North-Ex_Public_School_1500_Campus_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/North-Ex_Public_School_1500_Class_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/North-Ex_Public_School_1500_Computer_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/North-Ex_Public_School_1500_Cricket_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/North-Ex_Public_School_1500_Lab_2_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/North-Ex_Public_School_1500_Lab_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/North-Ex_Public_School_1500_Library_8.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/North-Ex_Public_School_1500_Smart_Class_9.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/North-Ex_Public_School_1500_Sports_10.jpg']","School Block, Jain Nagar, Sector 38, Rohini, North West Delhi, 110081",nx@northexschool.com,http://northexschool.com/,"8447926685,9540399850",North-Ex Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 12,21:1
Private,NA,NA,Co-Education,NA,NA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[],[],"Near Rithala Metro Station, Sector 5, Rohini, North West Delhi, 110085",9810064173,,,Sree Chaitanya Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 8,NA
Private,CBSE,2019,Co-Education,0.4Acre,Urban,True,True,True,False,False,True,True,True,True,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,True,False,True,True,True,True,False,False,True,False,False,[],"['https://images.uniapply.com/uploads/college/image/500/2180/Class_Room_1_UA_210219_165702.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Class_Room_2_UA_210219_165712.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Play_Area_UA_210219_165725.jpg']","Main Road Karala, Kanjhawala Road, Karala, North West Delhi, 110081",gurukulsanskritischool@gmail.com,gurukulsanskritischool.com,9811131112,Gurukul Sanskriti School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 5,25:1
Private,CBSE,2011,Co-Education,2Acres,Urban,True,True,True,False,False,True,False,True,True,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,False,False,False,True,True,False,False,True,True,True,True,True,False,False,False,[],"['https://images.uniapply.com/uploads/college/image/500/2180/PP_International_School_2076_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/PP_International_School_2076_Classrooms_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/PP_International_School_2076_Computer_Lab_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/PP_International_School_2076_Events_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/PP_International_School_2076_Sports_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/PP_International_School_2076_Yoga_6.jpg']","Opposite Metro Pillar Number 333, Lala Jagat Narayan Marg, Block LD, Pitampura, North West Delhi, 110034",info@ppischool.in,http://ppischool.com/,"011-45161066,011-45161064,011-45161063",PP International School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 12,25:1
Private,CBSE,2010,Co-Education,0.01Acre,Urban,True,True,False,False,False,True,False,True,True,True,False,False,False,False,False,True,True,True,True,True,True,False,True,True,False,False,False,True,True,True,False,True,True,True,False,False,True,True,True,[],"['https://images.uniapply.com/uploads/college/image/500/2180/Building_UA_210219_163849.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Classroom_UA_210219_163854.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Drama_UA_210219_163857.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Dance_UA_210219_163901.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Event_UA_210219_163904.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Indoor_Activity_UA_210219_163908.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Cooking_UA_210219_163912.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Indoor_UA_210219_163915.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Playarea_UA_210219_163919.jpg']","Behind Sai Baba Apartment, Sector 9, Rohini, North West Delhi, 110085",adarshpublicschoolrohini@gmail.com,"011-27554565,011-41406660,9810087986",,Adarsh Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Pre-School (Nursery) - Class 5,20:1
Private,CBSE,2017,Co-Education,1Acre,Urban,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,True,False,False,False,True,True,False,False,False,True,True,True,False,False,False,False,[],"['https://images.uniapply.com/uploads/college/image/500/2188/Acitivity_4_UA_210222_123619.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Activity_1_UA_210222_123623.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Activity_2_UA_210222_123626.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Activity_3_UA_210222_123632.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Activity_UA_210222_123638.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Class_UA_210222_123641.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Drama_1_UA_210222_123645.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Drama_UA_210222_123650.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Picnic_1_UA_210222_123659.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Picnic_UA_210222_123706.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Activity_5_UA_210222_123635.jpg']","C-1/564, Phase 4, Bandh Road, Aya Nagar, South West Delhi, 110047",conceptschool8860544577@gmail.com,https://concept-school-the-next-generation-school.,8860544577,Concept School The Next Generation School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Pre-Nursery - Class 8,20:1
Private,CBSE,2005,Co-Education,1.5Acres,Urban,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,True,True,True,False,False,True,True,True,False,False,False,True,True,False,True,True,True,True,True,False,False,True,False,[],"['https://images.uniapply.com/uploads/college/image/500/2180/Building1_210202_104900.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Building_210202_103742.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Lab1_210202_104608.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Lab_210202_104601.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Play_Ground_210202_104620.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Library_210202_104615.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Group_210202_104556.jpg']","Vidhya Marg, Sector 9, Rohini, North West Delhi, 110085",gloriousschoolgps@gmail.com,9711789460,,Glorious Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,UKG - Class 12,20:1
Private,CBSE,2003,Co-Education,1.4Acres,Urban,True,True,True,False,False,True,True,True,True,True,True,False,False,False,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,False,True,True,True,True,True,False,True,True,False,[],"['https://images.uniapply.com/uploads/college/image/500/2180/Prince_Public_School_1507_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Prince_Public_School_1507_Kids_Area_2_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Prince_Public_School_1507_Kids_Area_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Prince_Public_School_1507_Kids_Play_Area_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Prince_Public_School_1507_Lab_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Prince_Public_School_1507_Library_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Prince_Public_School_1507_Smart_Class_7.jpg']","Pocket 6, Sector 24, Rohini, North West Delhi, 110085",pps.rohini.24@gmail.com,http://www.princepublicschool.com/,011-27934556,Prince Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 12,30:1
Private,CBSE,1988,Co-Education,2.07Acres,Urban,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,True,True,False,[],"['https://images.uniapply.com/uploads/college/image/500/2180/Tyagi_Public_School_1576_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Tyagi_Public_School_1576_auditorium_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Tyagi_Public_School_1576_Classroom_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Tyagi_Public_School_1576_room_4.jpg']","B-Block, Keshav Puram, North West Delhi, 110035",tyagipublicschool@rediffmail.com,http://www.tyagipublicschool.org/,011-47098561,Tyagi Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,LKG - Class 12,20:1
Private,CBSE,2010,Co-Education,1.23Acres,Urban,False,True,True,False,False,True,True,True,True,True,False,False,False,False,False,True,True,True,True,False,True,False,True,True,False,False,False,True,True,False,False,False,False,True,True,False,True,True,False,[],"['https://images.uniapply.com/uploads/college/image/500/2180/M_D_Indraprastha_Senior_Secondary_Public_School_1476_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/M_D_Indraprastha_Senior_Secondary_Public_School_1476_Activity_1_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/M_D_Indraprastha_Senior_Secondary_Public_School_1476_Activity_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/M_D_Indraprastha_Senior_Secondary_Public_School_1476_Dance_1_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/M_D_Indraprastha_Senior_Secondary_Public_School_1476_Dance_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/M_D_Indraprastha_Senior_Secondary_Public_School_1476_Prayer_Ground_6.jpg']","Barwala Road, Opposite Sector 22 Rohini, Begumpur, North West Delhi, 110086",info@mdipps.com,http://www.mdipps.com/,"011-32311115,9711798223,9899905910",M.D. Indraprastha Senior Secondary Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 12,29:1
Private,CBSE,2009,Co-Education,1Acre,Urban,True,True,True,False,False,True,False,True,True,True,False,False,True,False,True,True,True,True,True,False,False,True,True,True,False,False,False,True,True,False,True,True,True,True,True,False,True,True,True,[],"['https://images.uniapply.com/uploads/college/image/500/2180/DE_INDIAN_Public_School_1431_Building_2_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/DE_INDIAN_Public_School_1431_Building_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/DE_INDIAN_Public_School_1431_Classroom_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/DE_INDIAN_Public_School_1431_Drama_Room_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/DE_INDIAN_Public_School_1431_Games_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/DE_INDIAN_Public_School_1431_Kids_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/DE_INDIAN_Public_School_1431_Play_Area_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/DE_INDIAN_Public_School_1431_Skating_8.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/DE_INDIAN_Public_School_1431_Smart_Class_9.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/DE_INDIAN_Public_School_1431_Sports_10.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/DE_INDIAN_Public_School_1431_Yoga_11.jpg']","Pocket-11, Sector 24, Rohini, North West Delhi, 110085",rohini.dips@yahoo.co.in,http://www.dipsrohini.in,"011-27050252, 011-27050253, 011-27050254 011-47586215",DE INDIAN Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 12,35:1
Private,CBSE,2002,Co-Education,2Acres,Urban,True,True,True,False,False,True,False,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,True,False,False,False,True,True,True,False,True,True,False,[],"['https://images.uniapply.com/uploads/college/image/500/2180/Building_201218_105903.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Building_1_201218_105909.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/BSM_Public_School_1967_Building_1_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/bsm_1_201222_121502.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/bsm_2_201222_121513.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/bsm_3_201222_121518.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/bsm_4_201222_121522.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/bsm_5_201222_121527.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/bsm_6_201222_121532.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/bsm_7_201222_121538.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/bsm_8_201222_121544.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/bsm_9_201222_121550.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/bsm_10_201222_124254.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/bsm_11_201222_124304.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/BSM_Public_School_1967_Building_2.jpg']","Anandpur Dham, Sultanpur Road, Karala, North West Delhi, 110081",bsmpublicschool.karala@gmail.com,http://www.bsmpublicschoolkarala.ztc.in,"9971231386,7303061386",BSM Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Pre-School (Nursery) - Class 12,30:1
Private,CBSE,1971,Co-Education,2Acres,Urban,False,True,True,False,False,True,True,True,True,True,False,False,False,False,False,True,False,True,True,True,True,True,True,True,False,False,False,True,True,False,True,True,True,True,True,False,False,True,False,[],"['https://images.uniapply.com/uploads/college/image/500/2180/Lions_Public_School_1470_Building_2_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Lions_Public_School_1470_Building_3_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Lions_Public_School_1470_Building_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Lions_Public_School_1470_Event_1_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Lions_Public_School_1470_Event_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Lions_Public_School_1470_Fun_Activity_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Lions_Public_School_1470_Main_Gate_7.jpg']","I-Block, Phase 1, Ashok Vihar, North West Delhi, 110052",lions_public_school@yahoo.co.in,www.lpsashokvihar.com,011-47062575,Lions Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 12,25:1
Private,CBSE,2019,Co-Education,0.25Acre,Urban,True,True,True,False,False,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,False,True,True,True,False,True,False,True,False,[],"['https://images.uniapply.com/uploads/college/image/500/2180/Building_210112_171728.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Activity_210112_171732.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Activity1_210112_171812.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Activity_Room_210112_171819.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Class_210112_171823.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Class_Room_210112_171826.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Computer_Lab_210112_171829.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Sport_210112_171837.jpg']","Behind JP Block DDA Market , City Park Road, Pitampura, North West Delhi, 110034",pitampura@prudenceonline.in,https://prudencepitampura.com/,9696005858,Prudence School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Pre-Nursery - Class 5,20:1
Private,CBSE,2006,Co-Education,1.33Acres,Rural,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,True,True,True,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,True,True,False,[],"['https://images.uniapply.com/uploads/college/image/500/2188/Building2_UA_210416_150137.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Building_UA_210416_145910.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Activity2_UA_210416_150200.jpg']","Dhasna Road, Issapur, South West Delhi, 110073",krdinternationalschool@gmail.com,http://www.krdinternationalschool.com,9582955047,K.R.D. International School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 12,30:1
PrivateAided,CBSE,1995,Co-Education,1Acre,Urban,True,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,False,True,True,True,True,True,True,True,True,[],"['https://images.uniapply.com/uploads/college/image/500/2180/Spring_Days_Senior_Secondary_School_1533_Auditorium_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Spring_Days_Senior_Secondary_School_1533_Class_Activity_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Spring_Days_Senior_Secondary_School_1533_Pre_Primary_Classroom_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Spring_Days_Senior_Secondary_School_1533_School_Function_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Spring_Days_Senior_Secondary_School_1533_Sports_Day_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Spring_Days_Senior_Secondary_School_1533_Sports_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Spring_Days_Senior_Secondary_School_1533_Transport_7.jpg']","I-Block, Phase 1, Ashok Vihar, North West Delhi, 110052",springdays.av@gmail.com,www.springdays.in,9650824040,Spring Days Senior Secondary School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 12,25:1
