Ownership,Board,Year of Establishment,Co-Ed Status,Campus Size,Campus Type,Class,Boarding,Infrastructure,Safety and Security,Advanced Facilities,Extra Curricular,Sports and Fitness,Lab,Disabled Friendly,hall_of_fame,gallery,address,email,website,phone_no,school_name,school_image,class_offered,sf_ratio
Private,CBSE,1992,Co-Education,1.22 Acres,Urban,"['Smart Classes', 'Wifi']",[],"['Library/Reading Room', 'Playground']",['CCTV'],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Drama', 'Music']","['Indoor Sports', 'Outdoor Sports', 'Karate', 'Yoga']","['Computer Lab', 'Science Lab']",['Washrooms'],[],"['https://images.uniapply.com/uploads/college/image/500/2180/St_Angels_Senior_Secondary_School_1534_Building_2_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/St_Angels_Senior_Secondary_School_1534_Building_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/St_Angels_Senior_Secondary_School_1534_Badminton_Court_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/St_Angels_Senior_Secondary_School_1534_Basketball_Court_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/St_Angels_Senior_Secondary_School_1534_Biology_Lab_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/St_Angels_Senior_Secondary_School_1534_Assembly_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/St_Angels_Senior_Secondary_School_1534_Campus_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/St_Angels_Senior_Secondary_School_1534_Computer_Lab_8.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/St_Angels_Senior_Secondary_School_1534_Cricket_9.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/St_Angels_Senior_Secondary_School_1534_Event_10.png', 'https://images.uniapply.com/uploads/college/image/500/2180/St_Angels_Senior_Secondary_School_1534_Indoor_Sports_11.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/St_Angels_Senior_Secondary_School_1534_Sports_Day_2_12.jpg']","A-Block, Sector 15, Rohini, North West Delhi, 110085",stangelsrohini@gmail.com,https://stangelsrohini.com/,"011-27291521,011-27294021,011-27298621",St. Angel's Senior Secondary School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 12,29:1
Private,CBSE,1993,Co-Education,2 Acres,Urban,"['AC Classes', 'Smart Classes', 'Wifi']",[],"['Library/Reading Room', 'Playground']","['CCTV', 'GPS Bus Tracking App', 'Student Tracking App']","['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Debate', 'Drama', 'Gardening', 'Music', 'Picnics and excursion']","['Indoor Sports', 'Outdoor Sports', 'Karate', 'Taekwondo', 'Yoga']","['Computer Lab', 'Science Lab', 'Robotics Lab']","['Ramps', 'Washrooms', 'Elevators']",[],"['https://images.uniapply.com/uploads/college/image/500/2180/Mount_Abu_Public_School_1493_Building_3_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Mount_Abu_Public_School_1493_Building_2_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Mount_Abu_Public_School_1493_Building_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Mount_Abu_Public_School_1493_Event_1_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Mount_Abu_Public_School_1493_Event_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Mount_Abu_Public_School_1493_Language_Lab_6.jpg']","H-Block, Near Amayra Library and Badli Metro Station, Sector 18, Rohini, North West Delhi, 110089",maisdelhi@rediffmail.com,www.mountabupublicschool.net,"011-27872787,011-47018707,011-47018708",Mount Abu Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Pre-School (Nursery) - Class 12,22:1
Private,CBSE,1984,Co-Education,0.59 Acre,Urban,"['Smart Classes', 'Wifi']",[],"['Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",['CCTV'],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms', 'Elevators']",[],"['https://images.uniapply.com/uploads/college/image/500/2184/Modern_New_Delhi_Public_School_1099_Event_1_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/Modern_New_Delhi_Public_School_1099_Event_2.jpg']","L- 1/133, Near Asthal Mandir, Sangam Vihar, South Delhi, 110062",mndpsss@yahoo.com,https://mndpschool.edu.in,"011-29915070,011-65559858",Modern New Delhi Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 12,19:1
Private,NA,1962,Co-Education,0.3 Acre,Urban,"['Smart Classes', 'Wifi']",[],"['Auditorium/Media Room', 'Library/Reading Room']",['CCTV'],"['Alumni Association', 'Day care', 'Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Debate', 'Drama', 'Gardening', 'Music', 'Picnics and excursion']","['Indoor Sports', 'Outdoor Sports', 'Karate', 'Taekwondo', 'Yoga']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms', 'Elevators']",[],"['https://images.uniapply.com/uploads/college/image/500/2172/Building_UA_210416_123107.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Lab_UA_210416_123114.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Lab1_UA_210416_123120.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Library_210416_123126.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Band_UA_210416_123133.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Band_UA_210416_123139.jpg']","Near Sanatan Dharm Mandir, 9/6797, Gandhi Nagar, Seelampur, East Delhi, 110031",sbvgandhinagar@gmail.com,9685134904,,Shishu Bharti Vidhyalya No.2,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Pre-Nursery - Class 8,30:1
Private,CBSE,2015,Co-Education,1 Acre,Urban,"['AC Classes', 'Smart Classes', 'Wifi']","['Boys Hostel', 'Girls Hostel']","['Auditorium/Media Room', 'Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",['CCTV'],"['Day care', 'Meals', 'Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Debate', 'Drama', 'Gardening', 'Music', 'Picnics and excursion']","['Gym', 'Indoor Sports', 'Outdoor Sports', 'Swimming Pool', 'Karate', 'Taekwondo', 'Yoga']","['Computer Lab', 'Science Lab']",[],[],"['https://images.uniapply.com/uploads/college/image/500/2172/Auditorium_UA_210305_191258.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Building_UA_210305_191301.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Activity_UA_210305_191309.jpg']","13-B, Aram park, Opposite Priyadarshini Vihar, Laxmi Nagar, East Delhi, 110051",meraajinternational@gmail.com,http://www.meraajinternational.com/,011-71859211,Meraaj International School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Pre-Nursery - Class 10,20:1
Private,CBSE,NA,Co-Education,3 Acres,Urban,"['AC Classes', 'Smart Classes', 'Wifi']",[],"['Auditorium/Media Room', 'Cafeteria/Canteen', 'Library/Reading Room', 'Playground']","['CCTV', 'GPS Bus Tracking App']","['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Debate', 'Drama', 'Music', 'Picnics and excursion']","['Outdoor Sports', 'Karate', 'Yoga']","['Computer Lab', 'Science Lab', 'Robotics Lab']",['Ramps'],[],"['https://images.uniapply.com/uploads/college/image/500/2172/MPS_Building_Photo_210224_193536.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/English_Lab_210224_193613.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Basketball_210224_194418.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Cricket_210224_194425.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Football_210224_194431.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Mayur_Public_School_1162_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Mayur_Public_School_1162_Chemistry_Lab_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Table_Tennis_210224_193541.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Mayur_Public_School_1162_Computer_Lab_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Mayur_Public_School_1162_Cricket_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Mayur_Public_School_1162_Library_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Mayur_Public_School_1162_Physics_Lab_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Mayur_Public_School_1162_Play_Area_8.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Mayur_Public_School_1162_School_Ground_9.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Mayur_Public_School_1162_School_Reception_10.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Mayur_Public_School_1162_Sports_Day_11.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Mayur_Public_School_1162_Basketball_2.jpg']","Behind Mother Dairy Plant, Saraswati Marg, IP Extension, Patparganj, East Delhi, 110092",mayur.assignment2011@gmail.com,www.mayurpublicschool.com,011-22477676,Mayur Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Pre-School (Nursery) - Class 12,20:1
Private,State board,1981,Co-Education,0.08 Acre,Urban,"['AC Classes', 'Smart Classes', 'Wifi']",[],['Library/Reading Room'],[],['Transportation'],[],[],['Computer Lab'],[],[],"['https://images.uniapply.com/uploads/college/image/500/2182/Building_UA_210302_123758.jpg', 'https://images.uniapply.com/uploads/college/image/500/2182/Building_UA_210406_155353.jpg', 'https://images.uniapply.com/uploads/college/image/500/2182/Dance_UA_210302_123802.jpg', 'https://images.uniapply.com/uploads/college/image/500/2182/Activity_UA_210302_123808.jpg']","601 Shalimar Park Extension, Shahdara, 110032",cwps1981@gmail.com,"9810210804,9625672271",,Children Welfare Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Pre-Nursery - Class 5,20:1
Private,CBSE,1985,Co-Education,3.5 Acres,Urban,"['Smart Classes', 'Wifi']",[],"['Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",['CCTV'],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Debate', 'Drama', 'Gardening', 'Music', 'Picnics and excursion']","['Indoor Sports', 'Outdoor Sports', 'Karate', 'Taekwondo', 'Yoga']","['Computer Lab', 'Science Lab']",['Ramps'],[],"['https://images.uniapply.com/uploads/college/image/500/2172/Laxmi_Public_School_1158_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Laxmi_Public_School_1158_Campus_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Laxmi_Public_School_1158_Chemistry_Lab_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Laxmi_Public_School_1158_Physics_Lab_4.jpg']","X-20, Institutional Area, AGCR Enclave, Anand Vihar, East Delhi, 110092",laxmipublicsrsecschool@gmail.com,http://laxmipublicschool.edu.in,"011-22376937,011-22377097",Laxmi Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 12,20:1
Private,State board,1996,Co-Education,NA,Urban,"['Smart Classes', 'Wifi']",[],"['Auditorium/Media Room', 'Library/Reading Room', 'Playground']",['CCTV'],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Drama', 'Music', 'Picnics and excursion']","['Indoor Sports', 'Karate', 'Yoga']","['Computer Lab', 'Science Lab']",['Washrooms'],[],"['https://images.uniapply.com/uploads/college/image/500/2172/S_N_Modern_School_1202_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/S_N_Modern_School_1202_Activity_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/S_N_Modern_School_1202_Dance_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/S_N_Modern_School_1202_Dance_practice_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/S_N_Modern_School_1202_Entrance_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/S_N_Modern_School_1202_Event_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/S_N_Modern_School_1202_Library_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/S_N_Modern_School_1202_Rally_8.jpg']","A-393, New Ashok Nagar, East Delhi, 110096",snvision2009@gmail.com,www.snmodernschool.com,9716011392,S.N. Modern School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 8,35:1
Private,CBSE,2001,Co-Education,3 Acres,Urban,"['Smart Classes', 'Wifi']",[],"['Auditorium/Media Room', 'Cafeteria/Canteen', 'Library/Reading Room', 'Playground']","['CCTV', 'Student Tracking App']","['Alumni Association', 'Medical Room', 'Transportation']",[],"['Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']",['Elevators'],[],"['https://images.uniapply.com/uploads/college/image/500/2172/Angels_Public_School_1135_Building2_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Angels_Public_School_1135_Building_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Angels_Public_School_1135_Classrooms_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Angels_Public_School_1135_Laboratory_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Angels_Public_School_1135_Library_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Angels_Public_School_1135_Outdoor_Games_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Angels_Public_School_1135_Playground_7.jpg']","Vasundhara Enclave, East Delhi, 110096",angelspublicschool1@gmail.com,http://www.angelpublicschool.com/,"011-22380781,011-43065315",Angels Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 12,27:1
Private,CBSE,1986,Co-Education,NA,Urban,"['AC Classes', 'Smart Classes', 'Wifi']",[],"['Auditorium/Media Room', 'Library/Reading Room', 'Playground']","['CCTV', 'GPS Bus Tracking App', 'Student Tracking App']","['Alumni Association', 'Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Debate', 'Drama', 'Gardening', 'Music', 'Picnics and excursion']","['Indoor Sports', 'Outdoor Sports', 'Karate']","['Computer Lab', 'Science Lab']",[],[],"['https://images.uniapply.com/uploads/college/image/500/2182/St_Krishna_Bodh_Public_School_1825_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2182/St_Krishna_Bodh_Public_School_1825_Acitivity_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2182/St_Krishna_Bodh_Public_School_1825_Activity_5_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2182/St_Krishna_Bodh_Public_School_1825_Activity_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2182/St_Krishna_Bodh_Public_School_1825_Class_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2182/St_Krishna_Bodh_Public_School_1825_Infra_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2182/St_Krishna_Bodh_Public_School_1825_Yoga_7.jpg']","B-157, Main Mandoli Road, West Jyoti Nagar, Nathu Colony, Shahdara, 110093",info@skbpublicschool.org,http://skbpublicschool.org,011-22802448,St. Krishna Bodh Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 8,22:1
Private,CBSE,1971,Co-Education,1.48 Acres,Urban,"['Smart Classes', 'Wifi']",[],"['Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",['CCTV'],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Debate', 'Drama', 'Music', 'Picnics and excursion']","['Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2178/Nutan_Vidya_Mandir_1790_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2178/Nutan_Vidya_Mandir_1790_Auditorium_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2178/Nutan_Vidya_Mandir_1790_Event_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2178/Nutan_Vidya_Mandir_1790_Function_2_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2178/Nutan_Vidya_Mandir_1790_Function_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2178/Nutan_Vidya_Mandir_1790_Ground_1_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2178/Nutan_Vidya_Mandir_1790_Ground_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2178/Nutan_Vidya_Mandir_1790_Kidszone_8.jpg', 'https://images.uniapply.com/uploads/college/image/500/2178/Nutan_Vidya_Mandir_1790_Students_9.jpg']","GTB Enclave, Dilshad Garden, North East Delhi, 110093",nutanvidyamandirsr.sec.school@gmail.com,http://nvmdg.com/,"011-22123608,011-22135265",Nutan Vidya Mandir,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 10,30:1
Private,CBSE,2018,Co-Education,NA,Urban,[],[],"['Library/Reading Room', 'Playground']",['CCTV'],"['Alumni Association', 'Day care', 'Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Debate', 'Drama', 'Music', 'Picnics and excursion']","['Indoor Sports', 'Outdoor Sports']",[],[],[],"['https://images.uniapply.com/uploads/college/image/500/2178/Students_UA_210419_111206.jpg', 'https://images.uniapply.com/uploads/college/image/500/2178/Ceremony_UA_210419_111137.jpg', 'https://images.uniapply.com/uploads/college/image/500/2178/Ceremony_2_UA_210419_111123.jpg']","J and K Pocket, Main Road, Dilshad Garden, North East Delhi, 110095",svmpschool2018@gmail.com,https://svcwtrust.org/,9711941902,Swami Vivekanand Modern Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Pre-Nursery - Class 8,20:1
Private,CBSE,NA,Co-Education,NA,NA,[],[],"['Library/Reading Room', 'Playground']",[],['Medical Room'],"['Art and Craft', 'Dance', 'Debate', 'Drama', 'Gardening', 'Music', 'Picnics and excursion']","['Indoor Sports', 'Outdoor Sports', 'Yoga']",[],[],[],"['https://images.uniapply.com/uploads/college/image/500/2188/Builing_210215_124111.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Classroom_UA_210215_124115.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Dance_UA_210215_124119.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Gardening_UA_210215_124122.jpg']","F-73, Block F, Naraina Vihar, Naraina, South West Delhi, 110028",011-41548430,,,Continental Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 8,NA
Private,CBSE,1982,Co-Education,0.26 Acre,NA,['Wifi'],[],"['Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",['CCTV'],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Debate', 'Drama', 'Gardening', 'Music', 'Picnics and excursion']","['Indoor Sports', 'Outdoor Sports', 'Yoga']",['Computer Lab'],"['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2180/Building_1_UA_210215_114444.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Building_UA_210215_114448.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Activity_UA_210215_114451.jpg']","Kripal Vihar, Kalyan Vihar, North West Delhi, 110033",011-27117451,,,Guru Harkrishan Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 12,20:1
Private,State board,NA,Co-Education,NA,NA,[],[],"['Library/Reading Room', 'Playground']",[],['Medical Room'],"['Art and Craft', 'Dance', 'Drama', 'Music']","['Indoor Sports', 'Outdoor Sports', 'Yoga']",[],[],[],[],"C-43, C-Block, 30 Feet Road, Phase 8, Shiv Vihar, Karawal Nagar, North East Delhi, 110094",9868171920,,,Shubham Model Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Class 1 - Class 8,NA
Private,CBSE,NA,Co-Education,NA,Urban,[],[],[],[],['Medical Room'],"['Art and Craft', 'Dance', 'Debate', 'Drama']",[],[],[],[],"['https://images.uniapply.com/uploads/college/image/500/2180/Building_UA_210602_163313.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/PlayGround_UA_210602_163319.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Karate_UA_210602_163325.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Playarea_UA_210602_163330.jpg']","A1, Swaroop Nagar, Bhalswa, North West Delhi, 110042",8700348520,,,Silver Oak Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 12,NA
Private,State board,NA,Co-Education,NA,Urban,[],[],[],[],['Medical Room'],"['Art and Craft', 'Dance', 'Debate', 'Drama']",[],[],[],[],"['https://images.uniapply.com/uploads/college/image/500/2190/Building_UA_210608_201017.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Student_UA_210608_201031.jpg']","F 65, Shani Bazar Road, Block F, Vishwas Park, Uttam Nagar, West Delhi, 110059",,,,Shivam Bharti Modern School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 8,NA
Private,CBSE,2000,Co-Education,NA,Urban,[],[],['Playground'],[],[],"['Art and Craft', 'Dance', 'Music', 'Picnics and excursion']","['Indoor Sports', 'Outdoor Sports', 'Yoga']",[],[],[],"['https://images.uniapply.com/uploads/college/image/500/2188/Library_UA_210517_173714.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Sketing_UA_210517_173731.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Plantation_UA_210517_173746.jpg']","Nangli Sakrawati, Najafgarh, South West Delhi, 110043",kdps.kantdarshanpublicschool@gmail.com,http://kantdarshanpublicschool.com/,"8929213355,8929273355",Kant Darshan Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 10,27:1
Private,NA,NA,Co-Education,NA,NA,[],[],[],[],['Medical Room'],"['Art and Craft', 'Dance', 'Music']",[],[],[],[],[],"70-71, Block F, Shiva Enclave, Vikas Nagar, Uttam Nagar, Hastsal, West Delhi, 110059",9811344837,,,Vijay Model School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Class 1 - Class 8,NA
Private,State board,NA,Co-Education,NA,Urban,[],[],[],[],['Medical Room'],"['Art and Craft', 'Dance', 'Debate', 'Drama']",[],[],[],[],[],"28, Rao mutra prashad marg, Kapas Hera Extension, Kapashera, South West Delhi, 110037",,,,C.M Convent School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 10,NA
Private,NA,NA,Co-Education,NA,NA,[],[],"['Library/Reading Room', 'Playground']",[],['Medical Room'],"['Art and Craft', 'Dance', 'Debate', 'Drama', 'Music']","['Indoor Sports', 'Outdoor Sports', 'Yoga']",[],[],[],"['https://images.uniapply.com/uploads/college/image/500/2188/Building_UA_210213_163124.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Building1_UA_210213_163129.jpg']","WZ555, C Block, Naraina Vihar, Naraina, South West Delhi, 110028",8800138889,,,Aravali Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - UKG,NA
Private,CBSE,1982,Co-Education,NA,Urban,"['Smart Classes', 'Wifi']",[],"['Library/Reading Room', 'Playground']",[],"['Alumni Association', 'Day care', 'Meals', 'Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Drama', 'Music', 'Picnics and excursion']","['Skating', 'Indoor Sports', 'Outdoor Sports', 'Karate', 'Taekwondo', 'Yoga']","['Computer Lab', 'Robotics Lab']",[],[],"['https://images.uniapply.com/uploads/college/image/500/2188/Building3_UA_210729_173733.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Building1_UA_210729_173743.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Building_UA_210729_173750.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/SmartClass_UA_210729_173755.jpg']","Sector 9, RK Puram, South West Delhi, 110022",dav_rkpuram@yahoo.co.in,http://davrkpuram.com/,"011-26175924,011-26100897,8826536734",DAV Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Play Group - Class 5,NA
Private,CBSE,NA,Co-Education,NA,Urban,[],[],"['Auditorium/Media Room', 'Library/Reading Room', 'Playground']",[],['Transportation'],"['Art and Craft', 'Dance', 'Drama', 'Gardening', 'Music', 'Picnics and excursion']","['Gym', 'Indoor Sports', 'Outdoor Sports']",[],[],[],"['https://images.uniapply.com/uploads/college/image/500/2180/Presidium_School_3397_Building_UA_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Presidium_School_3397_Classroom_UA_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Presidium_School_3397_Event_UA_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Presidium_School_3397_Indoor_Games_UA_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Presidium_School_3397_Lab_UA_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Presidium_School_3397_Music_Room_UA_6.jpg']","Adj Agrasen Bhavan, Behind Rama Market, Harsh Vihar, Pitampura, North West Delhi, 110034",pitampura@presidiumonline.com,http://www.presidiumpitampura.com/,7838654216,Presidium School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 8,NA
Private,CBSE,2004,Co-Education,0.82 Acre,Urban,[],[],['Playground'],[],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Gardening', 'Music', 'Picnics and excursion']","['Indoor Sports', 'Outdoor Sports']",[],"['Ramps', 'Washrooms', 'Elevators']",[],"['https://images.uniapply.com/uploads/college/image/500/2188/Gyan_Kunj_Public_School_4357_Building_2_UA_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Gyan_Kunj_Public_School_4357_Building_1_UA_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Gyan_Kunj_Public_School_4357_Building_UA_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Gyan_Kunj_Public_School_4357_Play_Area_UA_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Gyan_Kunj_Public_School_4357_Play_Ground_UA_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Gyan_Kunj_Public_School_4357_Sports_UA_6.jpg']","Mahashay Mangat Ram Smarak Sthal, Main Road Jonapur, Jaunapur, South West Delhi, 110047",gkps0047@gmail.com,http://gkps.edu.in/,"9871060776,9311869554",Gyan Kunj Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 12,18:1
Private,CBSE,NA,Girls only,NA,Urban,[],[],[],[],['Medical Room'],"['Art and Craft', 'Dance', 'Debate', 'Drama']",[],[],[],[],"['https://images.uniapply.com/uploads/college/image/500/2170/Building_UA_210722_141217.jpg', 'https://images.uniapply.com/uploads/college/image/500/2170/Building1_UA_210722_141225.jpg']","Old Delhi, 17, Kalidas Road, Darya Ganj, Central Delhi, 110002",011-23271746,,,Francis Girls' Senior Secondary School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Class 1 - Class 12,NA
